Formula label,Helper lipid,Lipid wt%,Dlin wt%,Chol wt%,DMG wt%,pDNA wt%,RLU in HepG2,RLU in N2a,RLU in ARPE19
564,DSPC,1.01850542992938,82.7681480240401,12.5593013090132,0.162996441144777,3.49104879587260,1.099,3.091,1.946
565,DSPC,0.677084125324466,27.5113894647910,67.4549069545118,0.875439604546076,3.48117985082660,0.693,6.409,5.717
566,DSPC,0.689078150184807,27.9987325833808,68.6498187840820,0.890947344261021,1.77142313809136,1.099,5.549,6.026
567,DSPC,0.693171148220189,28.1650399280937,69.0575861372295,0.896239408345060,1.18796337811155,1.609,5.583,5.142
568,DSPC,1.18178105823982,48.0183152127048,44.1508641666041,0.572996343949359,6.07604321850191,1.099,5.159,4.111
569,DSPC,1.21880873085875,49.5228294736260,45.5342030962690,0.590949518006150,3.13320918124006,1.792,4.745,4.663
570,DSPC,1.23167235462472,50.0455062727379,46.0147828970888,0.597186552638281,2.11085192291038,1.386,5.063,5.268
571,DSPC,1.57249158119096,63.8937270896998,26.1100675008831,0.338860257906198,8.08485357031990,0,4.654,3.296
572,DSPC,1.63873629616528,66.5853928450730,27.2100123274534,0.353135502028091,4.21272302928017,0.693,4.111,2.639
573,DSPC,1.66207584681964,67.5337291654343,27.5975484200563,0.358165001866914,2.84848156582286,1.099,4.22,3.367
574,DSPC,1.88391338810169,76.5474672931708,11.7303741839189,0.152238504215454,9.68600663059309,0.693,3.045,1.609
575,DSPC,1.97979492180057,80.4433409629414,12.3273900949047,0.159986663639549,5.08948735671379,1.099,2.944,1.386
576,DSPC,2.01396169711515,81.8316107912806,12.5401329214216,0.162747671019511,3.45154691916315,1.099,2.079,2.079
577,DSPC,3.13268849584656,25.4575790681267,67.3148120066128,0.873621431913056,3.22129899750089,2.773,6.673,6.064
578,DSPC,3.18397111057947,25.8743237336478,68.4167663102501,0.887922755320923,1.63701609020174,1.099,6.612,5.981
579,DSPC,3.20144047581524,26.0162873369072,68.7921458088119,0.892794485112163,1.09733189335353,1.792,5.841,3.526
580,DSPC,5.45933566006458,44.3649183153081,43.9910663945860,0.570922465195998,5.61375716484525,2.944,6.148,3.219
581,DSPC,5.61699797314799,45.6461503326970,45.2615017945398,0.587410360804347,2.88793953881082,2.197,5.159,3.611
582,DSPC,5.67159538838214,46.0898324980581,45.7014451627609,0.593120009897153,1.94400694090172,1.946,5.293,2.639
583,DSPC,7.25557331017113,58.9619208782381,25.9844727631403,0.337230271111956,7.46080277733854,2.773,4.754,3.178
584,DSPC,7.53672334239603,61.2466674098072,26.9913587861183,0.350297784530562,3.87495267714787,1.792,4.745,3.738
585,DSPC,7.63534534872939,62.0481124074243,27.3445549744641,0.354881616091713,2.61710565329057,1.946,4.787,3.555
586,DSPC,8.68421992183843,70.5717199773673,11.6628383303529,0.151362014073996,8.92985975636743,3.091,4.7,3.584
587,DSPC,9.09008588235213,73.8699619808533,12.2079130893835,0.158436073664881,4.67360297374619,2.197,3.296,1.386
588,DSPC,9.23393842258947,75.0389698225518,12.4011059075409,0.160943358189681,3.16504248912820,3.829,3.989,3.219
589,DSPC,17.0268937332938,13.8367888819658,66.5221322157615,0.863333918165502,1.75085125081329,0.693,7.304,5.659
590,DSPC,17.1772679385729,13.9589894526824,67.1096270884083,0.870958512167678,0.883157008168731,1.099,7.217,4.727
591,DSPC,17.2279846565263,14.0002040470823,67.3077715221550,0.873530059480599,0.590509714755748,1.099,6.513,3.091
592,DSPC,29.4155019045558,23.9043066859891,43.0961293690408,0.559307842166938,3.02475419824737,0.693,6.244,2.565
593,DSPC,29.8672066988166,24.2713815014581,43.7579140400365,0.567896579989405,1.53560117969933,2.485,6.79,3.689
594,DSPC,30.0208736621875,24.3962579095453,43.9830487786742,0.570818411409252,1.02900123818378,2.708,6.915,3.664
595,DSPC,38.8338943227392,31.5580989477619,25.2865994727196,0.328173169931740,3.99323408684751,0.693,4.836,3.466
596,DSPC,39.6250549227937,32.2010302049928,25.8017618472657,0.334859022241250,2.03729400270644,0,5.553,3.367
597,DSPC,39.8959877782359,32.4212019392306,25.9781791424932,0.337148591586786,1.36748254845353,0.693,5.714,4.331
598,DSPC,46.2359086175144,37.5732953013886,11.2899014140055,0.146521984470398,4.75437268262108,1.099,4.29,2.197
599,DSPC,47.3617865380988,38.4882323027003,11.5648187046497,0.150089901099010,2.43507255345221,1.609,4.431,1.946
600,DSPC,47.7493637551823,38.8031942806304,11.6594574540985,0.151318136569678,1.63666637351919,1.099,4.852,3.584
601,DSPC,0.166971844337011,27.1377057437798,65.0408771172985,4.22054986906251,3.43389542552227,2.303,5.787,5.159
602,DSPC,0.169888745263043,27.6117856662286,66.1771033801556,4.29428041848727,1.74694178986550,1.946,4.913,5.011
603,DSPC,0.170883825583456,27.7735147112302,66.5647190113945,4.31943307900139,1.17144937279046,1.386,4.718,3.219
604,DSPC,0.294422693752370,47.8521181763802,43.0076482076848,2.79079760385571,6.05501331832691,2.079,4.745,4.691
605,DSPC,0.303614647421244,49.3460738481693,44.3503582572870,2.87792703653260,3.12202621058989,1.386,5.088,4.787
606,DSPC,0.306807517795118,49.8650067079474,44.8167552053695,2.90819187405333,2.10323869483460,0,4.875,4.443
607,DSPC,0.394899188730736,64.1824256345992,25.6376453866035,1.66364547458912,8.12138431547739,1.099,4.331,2.303
608,DSPC,0.411613547785867,66.8989875767343,26.7227750160088,1.73406032626836,4.23256353320277,1.099,4.078,2.197
609,DSPC,0.417503920684731,67.8563418365811,27.1051898091648,1.75887550061281,2.86208893295656,1.609,3.466,3.466
610,DSPC,0.476145326559472,77.3872494177314,11.5921151997578,0.752220794935792,9.79226926101552,0,3.892,2.89
